ID subject;vignette;Verständnisfrage;Frage 1;Nachfrage 1;Nachfrage 2;Nachfrage 3;Nachfrage 4;Bemerkung;Emotion;Reduction;Modifikator;Negation;Kodierer;Problem
7063;4;?;?;;;;;;99;99;;;BS;3.0
7063;5;im Arm von Mama;sicher;;;;;;99;99;;;BS;3.0
7063;6;großes Schimmelfleck ;Ähm?;;;;;;99;99;;;BS;3.0
7063;7;zum Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
7063;8;Hose ist offen;Ähm?;;;;;;99;99;;;BS;3.0
7063;9;Igel;traurig;;;;;;traurig;traurig;;;E.T.;
7063;10;Spielzeug;?;;;;;;99;99;;;BS;3.0
9485;1;gruseliger Film;sie fürchtet sich;;;;;;fürchtet sich;Furcht;;;BS;3.0
9485;2;sie lässt ihn fallen aus Versehen;traurig;;;;;;traurig;traurig;;;E.T.;
9485;3;Mama hat Schokolade aus Tasche und in den Schrank gelegt;hungrig und möchte das haben;;;;;;99;99;;;BS;3.0
9485;4;die Katze ist müde, Katzen sind nachtaktiv;traurig, macht sich Sorgen;;;;;;Sorgen;besorgt;;;BS;2.0
9485;5;auf dem Schoß von ihrer Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
9485;6;Fleck Schimmel, den kann man wegschneiden;traurig, weil kein Kuchen mehr da ist und das Wohnzimmer riecht jetzt;;;;;;traurig;traurig;;;E.T.;
9485;7;sie hat Geburtstag ;Die Schwester fühlt sich vielleicht eifersüchtig;fröhlich;;;;;fröhlich;fröhlich;;;BS;2.0
9485;8;sie mag nicht, dass jemand ihre Unterhose sieht;ängstlich, vielleicht lachen die anderen sie aus;;;;;;ängstlich;ängstlich;;;E.T.;
9485;9;Igel;traurig;;;;;;traurig;traurig;;;E.T.;
9485;10;Auto mit Gepäck und Rädern;blöd;;traurig. Sie sollte nicht aufgeben, sondern ein anderes Auto bauen mit Lego;;;;traurig;traurig;;;BS;2.0
4504;1;Mit einem Monster;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
4504;2;wurde kaputt gefahren;traurig;;;;;;traurig;traurig;;;E.T.;
4504;3;Schokolade;denkt wenn er die kriigt, dann isst er alles leer;;;;;;99;99;;;BS;3.0
4504;4;Katze ist müde;schlecht, vielleicht ist Katze krank oder tot oder ohnmächtig;;;;;;schlecht;negativ;;;E.T.;
4504;5;auf dem Bauch seiner Mama;sehr, sehr gut. Er ist glücklich;;;;;;glücklich;glücklich;;;BS;2.0
4504;6;Schimmel ;ekelig;;;;;;ekelig;Ekel;;;E.T.;
4504;7;weil er Geburtstag hat ;glücklich;;;;;;glücklich;glücklich;;;E.T.;
4504;8;weil er sich verbrannt hat;nicht gut, weil es heißt ist;;;;;;nicht gut;negativ;;;BS;2.0
4504;9;Igel im Busch;sauer;;;;;;sauer;sauer;;;E.T.;
4504;10;das was auf der Packung ist;sauer, weil es nich klappt, bestimmt fehlen Teile;;;;;;sauer;sauer;;;E.T.;
5390;1;Monster;erschreckt;;;;;;erschreckt;erschrocken;;;E.T.;
5390;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
5390;3;Schokolade ;traurig;;;;;;traurig;traurig;;;E.T.;
5390;4;spielt nicht mehr;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
5390;5;auf Mamas Schoß;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5390;6;Schimmel ;traurig;;;;;;traurig;traurig;;;E.T.;
5390;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5390;8;weil ihm bisschen heiß ist;traurig;;;;;;traurig;traurig;;;E.T.;
5390;9;Igel ->weggerannt;wütend + traurig;;;;wütend;;wütend;wütend;;;BS;2.0
5390;10;das auf der Verpackung;traurig;;;;;;traurig;traurig;;;E.T.;
8945;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8945;2;die naht ist raus;traurig;;;;;;traurig;traurig;;;E.T.;
8945;3;möchte Schoko haben;gut;;;;;;gut;positiv;;;E.T.;
8945;4;müde;traurig;;;;;;traurig;traurig;;;E.T.;
8945;5;in Mama's Arm;schön;;;;;;schön;positiv;;;E.T.;
8945;6;Schimmel ;blöd, da sie nicht Kuchen essen kann;;;;;;blöd;negativ;;;E.T.;
8945;7;zum Spielen;gut;;weiß nicht;;;;gut;positiv;;;E.T.;
8945;8;weil Hose offen ist;blöd ;;;;;;blöd;negativ;;;E.T.;
8945;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
8945;10;Auto;wütend;;;;;;wütend;wütend;;;E.T.;
3322;1;ein Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
3322;2;da ist ein Lastwagen drübergefahren;traurig;;;;;;traurig;traurig;;;E.T.;
3322;3;die Schokoladentafel;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3322;4;nichts;traurig;;;;;;traurig;traurig;;;E.T.;
3322;5;im Schoß seiner Mutter;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3322;6;ein Schimmelfleck;wütend;;;;;;wütend;wütend;;;E.T.;
3322;7;weil er Geburtstag hat;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
3322;8;"weil er denkt "" Hoffentlich hat das keiner gesehen""";komisch;;/;;;;99;99;;;BS;3.0
3322;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
3322;10;ein Auto;traurig;;;;;;traurig;traurig;;;E.T.;
417;1;ein Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
417;2;kaputt, weil Laster drübergefahren ist;traurig;;;;;;traurig;traurig;;;E.T.;
417;3;eine Schokolade;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
417;4;sie ist krank;traurig;;;;;;traurig;traurig;;;E.T.;
417;5;auf Mamas Schoß;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
417;6;ein rießen Fleck;sauer;;;;;;sauer;sauer;;;E.T.;
417;7;weil er Geburtstag hat;sehr sehr fröhlich;;;;;;sehr sehr fröhlich;fröhlich;sehr sehr;;E.T.;
417;8;weil die Kerze rot ist und sein Kopf rot wird;traurig;;;;;;traurig;traurig;;;E.T.;
417;9;einen igel;nicht so gut;;;;;;nicht so gut;negativ;so;nicht;BS;2.0
417;10;kein Auto bauen;sehr sauer;;;;;;sehr sauer;sauer;sehr;;E.T.;
3394;1;mit gruseligen Aliens;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
3394;2;aus der Hand gefallen + überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
3394;3;Schokoladentafel ;möchte gern die Tafel Schoko haben ;;;hungrig;;;99;99;;;BS;3.0
3394;4;älter + will nicht mehr spielen;verängstlicht;;;;;;verängstlicht;ängstlich;;;E.T.;
3394;5;auf Bauch seiner Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
3394;6;großen Fleck Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
3394;7;hat Geburtstag;glücklich + aufgeregt;;;;aufgeregt;;aufgeregt;aufgeregt;;;BS;2.0
3394;8;Hose aufgegangen;peinlich;;;;;;peinlich;peinlich;;;E.T.;
3394;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
3394;10;Modell auf Packung;wütend;;;;;;wütend;wütend;;;E.T.;
9696;1;Film mit Monster;nicht so gut;;Angst;;;;Angst;ängstlich;;;BS;2.0
9696;2;kaputt;traurig;;;;;;traurig;traurig;;;E.T.;
9696;3;Schokolade;ganz gut;;;;;;ganz gut;positiv;ganz;;E.T.;
9696;4;möchte Maus essen;schlecht;;;;;;schlecht;negativ;;;E.T.;
9696;5;Schoß von Mutter;gut;;wohlfühlen;;;;gut;positiv;;;E.T.;
9696;6;ein Fleck;nicht so toll;;;;;;nicht so toll;negativ;so;nicht;BS;2.0
9696;7;zum Geburtstag;gut;;glücklich;;;;glücklich;glücklich;;;BS;2.0
9696;8;weil seine Hosse offen ist;nicht so gut;;;;;;99;99;;;BS;2.0
9696;9;einen Igel;sauer;;;;;;sauer;sauer;;;E.T.;
9696;10;Legomodell;sauer;;;;;;sauer;sauer;;;E.T.;
2346;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
2346;2;kaputt;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
2346;3;Schokolade;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2346;4;krank;nervös;;;;;;nervös;nervös;;;E.T.;
2346;5;auf der Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2346;6;Wasserfleck;böse;;;;;;böse;negativ;;;E.T.;
2346;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2346;8;Hose ist aufgegangen;nervös;;;;;;nervös;nervös;;;E.T.;
2346;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
2346;10;ein Auto;traurig;;;;;;traurig;traurig;;;E.T.;
929;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
929;2;Naht aufgegangen;traurig;;;;;;traurig;traurig;;;E.T.;
929;3;Schokolade;gut;;bekommt Tafel Schokolade;happy;;;happy;happy;;;BS;2.0
929;4;will nicht mehr spielen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
929;5;bei ihrer Mama;gut;;fröhlich;;;;fröhlich;fröhlich;;;BS;2.0
929;6;Schimmelfleck;wütend;;;;;;wütend;wütend;;;E.T.;
929;7;von ihrer Mama;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
929;8;Hose aufgegangen;unsicher;;weiß nicht;;;;99;99;;;BS;3.0
929;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
929;10;Auto;sauer;;;;;;sauer;sauer;;;E.T.;
8752;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
8752;2;kaputt gegangen;traurig;;;;;;traurig;traurig;;;E.T.;
8752;3;Schokolade ;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8752;4;will gar nicht mehr spielen;traurig;;;;;;traurig;traurig;;;E.T.;
8752;5;auf Mama;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8752;6;Schimmel;ekelig;;;;;;ekelig;Ekel;;;E.T.;
8752;7;zum Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8752;8;weil ihre Hose offen ist;erschrocken;;;;;;erschrocken;erschrocken;;;E.T.;
8752;9;einen Igel, der ist weggerannt;wütend;;;;;;wütend;wütend;;;E.T.;
8752;10;ein Auto;wütend ;;;;;;wütend;wütend;;;E.T.;
7626;1;Monsterfilm;traurig;;;;;;traurig;traurig;;;E.T.;
7626;2;Auto drübergefahren;traurig;;;;;;traurig;traurig;;;E.T.;
7626;3;Schokolade;komisch;;;;;;99;99;;;BS;3.0
7626;4;spielt nicht mehr;komisch;;;;;;99;99;;;BS;3.0
7626;5;bei seiner Mutter;gut;;;;;;gut;positiv;;;E.T.;
7626;6;Schimmel;sauer;;;;;;sauer;sauer;;;E.T.;
7626;7;weil der Weihnachtsmann es ihm gegeben hat;gut;;;;;;gut;positiv;;;E.T.;
7626;8;wegen der Kerze ;komisch;;;;;;99;99;;;BS;3.0
7626;9;einen Igel;böse;;;;;;böse;negativ;;;E.T.;
7626;10;dieses Spielzeug;böse;;;;;;böse;negativ;;;E.T.;
8959;1;Monsterfilm;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
8959;2;kaputt;sie ist traurig;;;;;;traurig;traurig;;;E.T.;
8959;3;Mama räumt Schokolade oben in den Schrank ;sie möchte die haben;;;;;;99;99;;;BS;3.0
8959;4;will seit 2 Tagen nicht mehr spielen;sie hat Angst um ihre Katze;;;;;;Angst;ängstlich;;;E.T.;
8959;5;in den Armen von ihrer Mama;wohl;;;;;;wohl;positiv;;;E.T.;
8959;6;Schimmel;-;;;;;;99;99;;;BS;3.0
8959;7;sie hat Geburtstag ;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
8959;8;sie denkt, hoffentlich sehen die nicht meine Unterhose;peinlich;;;;;;peinlich;peinlich;;;E.T.;
8959;9;Igel;traurig;;;;;;traurig;traurig;;;E.T.;
8959;10;das Haus auf der Anleitung oben;traurig;;;;;;traurig;traurig;;;E.T.;
5798;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
5798;2;überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
5798;3;Mama Einkauf in Schrank räumt;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
5798;4;seit 2 Tagen nicht mehr spielen;hoffen, dass Katze nicht krank;;;;;;99;99;;;BS;3.0
5798;5;im Arm seiner Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
5798;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
5798;7;damit er sich freut;fröhlich;;;;;;fröhlich;fröhlich;;;BS;2.0
5798;8;Hose offen;nicht richtig wohl;;nicht richtig wohl;;;;nicht richtig wohl;negativ;richtig;nicht;E.T.;
5798;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
5798;10;ein Auto nachbauen;wütend;;;;;;wütend;wütend;;;E.T.;
58;1;Monsterfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
58;2;überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
58;3;Schokolade;glücklich;;;;;;glücklich;glücklich;;;E.T.;
58;4;will nicht mehr spielen;beängstigt, besorgt;;;;besorgt;;besorgt;besorgt;;;BS;2.0
58;5;Im Arm von Mutter;glücklich;;;;;;glücklich;glücklich;;;E.T.;
58;6;Schimmel;ekelt sich;;;;;;ekelt sich;Ekel;;;E.T.;
58;7;Geburtstag;überrascht;;;;;;überrascht;Überraschung;;;E.T.;
58;8;Hose aufgerissen;peinlich, blöd, Angst vorm Auslachen;;;;peinlich;;peinlich;peinlich;;;BS;2.0
58;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
58;10;Auto;wütend;;;;;;wütend;wütend;;;E.T.;
9656;1;Monster;-;;;;;;99;99;;;BS;3.0
9656;2;kaputt gegangen;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
9656;3;Mama Schokolade ganz oben in Schrank;gut;;;;;;gut;positiv;;;E.T.;
9656;4;krank;besorgt;;;;;;besorgt;besorgt;;;E.T.;
9656;5;Arm seiner Mutter;gut;;;;;;gut;positiv;;;E.T.;
9656;6;Kerze;-;;;;;;99;99;;;BS;3.0
9656;7;Geburtstag;gut;;;;;;gut;positiv;;;E.T.;
9656;8;Hose offen;-;;;;;;99;99;;;BS;3.0
9656;9;Igel;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
9656;10;Auto;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
6016;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
6016;2;wurde überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
6016;3;wie Mama eine Tafel Schokolade ins oberste Regal räumt;toll;;weils vllt für sie ist;fröhlich;;;fröhlich;fröhlich;;;BS;2.0
6016;4;will nicht mehr spielen;schlecht;;weil sie denkt, dass sie krank ;traurig;;;traurig;traurig;;;BS;2.0
6016;5;in den Armen von ihrer Mama;toll;;weil, sie bei ihrer Mama ist;glücklich;;;glücklich;glücklich;;;BS;2.0
6016;6;faul;traurig;;;;;;traurig;traurig;;;E.T.;
6016;7;weil sie Geburtstag hat;glücklich;;;;;;glücklich;glücklich;;;E.T.;
6016;8;weil ihre Hose aufgeht;nicht gut;;weil sie denkt, sie hätte jeder gesehen;traurig;;;traurig;traurig;;;BS;2.0
6016;9;einen Igel;sauer;;;;;;sauer;sauer;;;E.T.;
6016;10;ein Auto;traurig;;;;;;traurig;traurig;;;E.T.;
6880;1;Gruselfilm;Angst;;;;;;Angst;ängstlich;;;E.T.;
6880;2;Laster überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
6880;3;Schokolade;gut, will Schokolade haben;;;;;;gut;positiv;;;E.T.;
6880;4;will nicht mehr spielen;(schlecht) traurig;;;;;;traurig;traurig;;;BS;2.0
6880;5;Bauch von der Mama;gut, schön;;;;;;gut;positiv;;;BS;2.0
6880;6;Schimmel;schlecht, ihm ist übel;;;;;;schlecht;negativ;;;E.T.;
6880;7;Geburtstag;gut, toll;;;;;;gut;positiv;;;BS;2.0
6880;8;Hose offen war;Angst;;;;;;Angst;ängstlich;;;E.T.;
6880;9;Igel;(schecht) verärgert;;;;;;verärgert;Ärger;;;E.T.;
6880;10;Legolastwagen;(schlecht) nicht wohl, mag das Spielzeug nicht;;;;;;schlecht;negativ;;;BS;2.0
2317;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
2317;2;wurde überfahren vom LKW;traurig;;;;;;traurig;traurig;;;E.T.;
2317;3;wie Mutter Einkäufe einräumt;gut;;sehr gut;;;;gut;positiv;;;BS;2.0
2317;4;will nicht mehr spielen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
2317;5;bei Mutter;sicher;;;;;;99;99;;;BS;3.0
2317;6;Schimmel;weiß nicht;;;;;;99;99;;;BS;3.0
2317;7;Geburtstag;gut;;sehr sehr gut;;;;gut;positiv;;;BS;2.0
2317;8;Hose auf;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
2317;9;Igel;sauer;;;;;;sauer;sauer;;;E.T.;
2317;10;das, was auf der Schachtel steht;traurig;;;;;;traurig;traurig;;;E.T.;
7200;1;Monster;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7200;2;Laster drüber gefahren;traurig;;;;;;traurig;traurig;;;E.T.;
7200;3;Mama packt Schokolade ganz nach oben in Schrank;-;;;;;;99;99;;;BS;3.0
7200;4;will nicht spielen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7200;5;bei der Mama, kuschelt;glücklich;;;;;;glücklich;glücklich;;;E.T.;
7200;6;Schimmel ;ekelig;;;;;;ekelig;Ekel;;;E.T.;
7200;7;Geburtstag;glücklich;;;;;;glücklich;glücklich;;;E.T.;
7200;8;Hose offen;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
7200;9;Igel;wütend;;;;;;wütend;wütend;;;E.T.;
7200;10;Spielzeug;wütend;;;;;;wütend;wütend;;;E.T.;
1547;1;ein Monster;traurig;;;;;;traurig;traurig;;;E.T.;
1547;2;überfahren;ganz traurig;;;;;;ganz traurig;traurig;ganz;;E.T.;
1547;3;die Katze;doof;;weiß ich nicht;;;;doof;negativ;;;E.T.;
1547;4;sie ist krank;traurig;;;;;;traurig;traurig;;;E.T.;
1547;5;im Arm ihrer Mutter;schön;;will nicht genauer beschreiben;;;;schön;positiv;;;E.T.;
1547;6;ein rießen Kleks Schimmel ;doof;;;;;;doof;negativ;;;E.T.;
1547;7;Geburtstag;schön;;;;;;schön;positiv;;;E.T.;
1547;8;weil die Hose kaputt ist;weiß ich nicht;;;;;;99;99;;;BS;3.0
1547;9;ein Igel;doof;;;;;;doof;negativ;;;E.T.;
1547;10;das Modellauto;doof;;;;;;doof;negativ;;;E.T.;
3729;1;Monsterfilm;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
3729;2;kaputt gegangen;traurig;;;;;;traurig;traurig;;;E.T.;
3729;3;Schokoladentafel;traurig, aufgeregt;;;;aufgeregt;;aufgeregt;aufgeregt;;;BS;2.0
3729;4;spielt seit 2 tagen nicht mehr;traurig, denkt dass Katze hoffentllich nicht krank ist;;;;;;traurig;traurig;;;E.T.;
3729;5;bei seiner Mama auf dem Schoß;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
3729;6;Schimmel;traurig, weil er den Kuchen weggeschmeißen muss;;;;;;traurig;traurig;;;E.T.;
3729;7;weil er Geburtstag hat;gut;;freudig;;;;freudig;Freude;;;BS;2.0
3729;8;weil ihre Hose aufgegangen ist;erschrocken;;;;;;erschrocken;erschrocken;;;E.T.;
3729;9;einen Igel, aber er konnte nicht, weil Freund angerannt;wütend;;;;;;wütend;wütend;;;E.T.;
3729;10;ein Lego-Modell, das auf der Schachtel war;wütend;;;;;;wütend;wütend;;;E.T.;
2677;1;Monsterfilm;hat Angst;;;;;;Angst;ängstlich;;;E.T.;
2677;2;hat ihn verloren;ist traurig;;;;;;traurig;traurig;;;E.T.;
2677;3;dass Mama Schokolade gekauft hat;weiß nicht;;;;;;99;99;;;BS;3.0
2677;4;sie ist krank;weiß nicht;;;;;;99;99;;;BS;3.0
2677;5;in Armen von Mama;sie fühlt sich wohl;;;;;;wohl;positiv;;;E.T.;
2677;6;Schimmel;weiß nicht;;;;;;99;99;;;BS;3.0
2677;7;Geburtstag;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2677;8;weil die Hose offen steht;weiß nicht;;;;;;99;99;;;BS;3.0
2677;9;Igel;weiß nicht;;;;;;99;99;;;BS;3.0
2677;10;Fahrzeug auf der Packung;sie ist sauer;;;;;;sauer;sauer;;;E.T.;
8163;1;mit Monster;erschrocken;;;;;;erschrocken;erschrocken;;;E.T.;
8163;2;ist kaputtgegangen;traurig;;;;;;traurig;traurig;;;E.T.;
8163;3;die Schokoladentafel;hungrig;;;will man das haben;;;99;99;;;BS;3.0
8163;4;kriegt Katzenbabys;traurig;;;;;;traurig;traurig;;;E.T.;
8163;5;in der Mitte;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8163;6;eine Kerze;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8163;7;weil sie Geburtstag hat;glücklich;;;;;;glücklich;glücklich;;;E.T.;
8163;8;müsste die Hose wieder zunähen;traurig;;;;;;traurig;traurig;;;E.T.;
8163;9;den Igel;traurig;;;;;;traurig;traurig;;;E.T.;
8163;10;das Auto auf der Verpackung;traurig;;;;;;traurig;traurig;;;E.T.;
2343;1;Monsterfilm;ängstlich;;;;;;ängstlich;ängstlich;;;E.T.;
2343;2;wurde von Auto überfahren;traurig;;;;;;traurig;traurig;;;E.T.;
2343;3;eine Schokolade;süchtig/glücklich;;;;;;glücklich;glücklich;;;E.T.;
2343;4;die will nicht mehr spielen;nicht gut;;;;;;nicht gut;negativ;;;BS;2.0
2343;5;bei seiner Mama auf dem Schoß;sicher;;;;;;99;99;;;BS;3.0
2343;6;Schimmel;eklig;;;;;;eklig;Ekel;;;E.T.;
2343;7;weil er Geburtstag hat;fröhlich;;;;;;fröhlich;fröhlich;;;E.T.;
2343;8;weil er sich schämt;schlecht;;;;;;schämt;Scham;;;BS;2.0
2343;9;einen Igel;sauer;;;;;;sauer;sauer;;;E.T.;
2343;10;ein Auto;sauer;;;;;;sauer;sauer;;;E.T.;
